age,job,marital,education,balance,day,month,duration,campaign,pdays,previous,outcome,y
51,management,divorced,secondary,90781,20,sep,645,9,19,3,success,no
70,admin,single,tertiary,43101,28,sep,378,4,29,7,success,no
68,blue-collar,married,primary,58115,17,oct,2655,6,24,8,unknown,no
20,retired,divorced,tertiary,76363,9,may,3584,4,22,0,success,yes
59,unemployed,married,secondary,42700,21,jul,3733,1,19,0,success,yes
49,management,single,tertiary,75576,18,sep,1140,2,-1,5,success,no
68,blue-collar,married,tertiary,17477,28,aug,3735,6,26,0,unknown,no
63,unemployed,single,primary,14127,2,nov,2013,8,22,4,unknown,no
38,unemployed,married,tertiary,84718,11,jul,661,9,4,0,failure,no
61,admin,divorced,secondary,24049,23,dec,4971,4,6,7,success,yes
28,technician,single,tertiary,88063,20,aug,11,6,11,4,failure,no
85,retired,divorced,tertiary,10473,17,may,387,3,0,5,unknown,yes
18,student,single,tertiary,80245,21,may,3023,9,24,3,failure,no
80,admin,married,secondary,97510,18,may,3833,8,6,7,unknown,yes
41,management,married,tertiary,59836,15,jan,1919,1,20,8,failure,yes
30,unemployed,single,secondary,40464,7,jun,4491,2,-1,8,success,no
28,management,single,tertiary,11714,16,may,2592,9,11,0,unknown,yes
68,unemployed,single,primary,58878,25,aug,2708,3,-1,6,unknown,no
34,technician,married,primary,32208,29,aug,4735,3,8,3,unknown,no
41,technician,single,primary,95481,1,feb,99,9,26,9,success,no
36,retired,single,secondary,85104,28,nov,4552,3,3,7,success,yes
54,student,divorced,secondary,72683,18,jun,4076,5,21,6,unknown,no
25,retired,single,secondary,79803,27,dec,2771,6,18,0,unknown,yes
45,technician,divorced,tertiary,39514,22,nov,4169,3,28,0,success,no
22,technician,divorced,secondary,94988,8,oct,2377,8,11,0,success,yes
34,management,divorced,secondary,3136,7,oct,1863,2,24,1,success,no
53,technician,married,secondary,96115,25,jun,4019,6,3,9,success,no
36,blue-collar,divorced,secondary,29516,30,mar,4270,2,8,1,success,yes
81,unemployed,single,primary,74982,2,jan,3758,9,1,8,success,yes
28,admin,married,tertiary,61878,12,jul,4592,6,0,4,failure,yes
71,technician,married,primary,43099,16,oct,4523,9,0,0,success,no
62,retired,married,tertiary,88060,9,may,34,4,28,6,success,yes
64,student,married,tertiary,11188,20,dec,2166,3,3,9,unknown,yes
29,unemployed,married,primary,49188,11,dec,3639,2,2,1,unknown,yes
38,unemployed,married,secondary,3560,15,oct,3972,8,0,2,failure,yes
28,student,married,primary,34397,3,may,3380,4,19,3,success,no
22,student,divorced,tertiary,75193,23,nov,3176,2,24,2,unknown,yes
73,unemployed,single,tertiary,36082,21,aug,175,9,7,2,unknown,yes
37,blue-collar,single,secondary,82376,13,dec,2153,8,22,8,failure,no
58,retired,divorced,primary,39430,21,may,4687,5,7,3,success,no
63,blue-collar,divorced,tertiary,48522,28,may,1586,8,7,7,unknown,no
29,technician,married,primary,38397,13,jan,3658,5,22,0,success,yes
87,admin,married,secondary,74860,2,feb,3002,7,23,5,failure,yes
34,student,divorced,secondary,23247,6,may,952,5,2,0,failure,yes
36,retired,married,tertiary,81094,6,jul,4956,5,6,4,success,yes
43,student,single,secondary,17943,12,mar,2871,4,28,6,failure,yes
65,blue-collar,single,tertiary,37460,4,dec,4329,5,16,0,unknown,no
69,management,married,tertiary,39986,5,jan,2714,7,7,8,failure,yes
87,technician,married,secondary,42514,23,nov,3656,3,27,8,failure,yes
72,admin,married,secondary,78908,30,dec,2978,4,23,5,success,yes
92,technician,single,primary,50385,8,feb,1809,8,25,1,unknown,yes
50,management,married,primary,10631,6,mar,2806,6,1,1,success,yes
79,admin,divorced,tertiary,65008,21,dec,4151,8,4,8,success,yes
40,management,married,primary,24955,28,sep,3759,2,26,3,success,no
32,technician,divorced,tertiary,45367,3,aug,3328,9,21,5,failure,no
44,blue-collar,married,secondary,28802,23,apr,2970,7,17,9,failure,no
92,unemployed,married,secondary,68408,8,aug,4908,5,3,1,success,no
81,technician,single,primary,91083,19,sep,3134,7,15,3,failure,no
68,technician,divorced,tertiary,41341,21,mar,1959,2,25,1,failure,no
70,technician,divorced,tertiary,11691,11,jun,805,4,17,2,success,yes
68,retired,divorced,primary,2753,18,aug,3100,7,26,1,unknown,yes
64,management,single,tertiary,-167,10,oct,1575,2,22,7,unknown,no
21,management,divorced,tertiary,6645,26,jul,3730,8,1,4,failure,no
24,student,single,secondary,93977,28,sep,599,5,6,4,unknown,yes
52,management,married,tertiary,38024,20,jul,2615,5,7,7,unknown,yes
65,student,married,tertiary,78598,12,jan,3371,8,20,7,failure,no
90,retired,divorced,tertiary,7635,20,sep,611,1,21,6,unknown,no
89,blue-collar,married,primary,18064,28,dec,1949,6,20,4,failure,no
62,student,married,primary,7940,29,may,560,2,6,6,success,yes
89,technician,divorced,primary,33169,8,jun,2546,1,12,0,unknown,no
36,blue-collar,married,tertiary,76647,19,feb,626,7,21,2,success,no
80,unemployed,divorced,tertiary,43200,21,feb,2811,4,8,2,success,no
55,retired,divorced,primary,54329,16,apr,1610,1,15,1,failure,no
84,management,married,primary,49158,27,apr,3262,6,1,5,unknown,yes
76,student,married,tertiary,27739,21,may,3782,6,1,2,unknown,no
86,technician,married,tertiary,15793,18,jul,674,3,29,3,unknown,yes
30,admin,married,secondary,81682,9,nov,3722,6,1,2,unknown,yes
64,unemployed,married,primary,31677,4,dec,48,9,2,6,failure,no
78,admin,single,tertiary,64296,9,jan,1386,6,27,3,success,no
48,blue-collar,married,primary,21022,25,oct,1902,1,15,4,unknown,yes
39,management,single,primary,69148,2,apr,4722,6,12,6,unknown,yes
60,admin,divorced,primary,99544,9,sep,3567,8,25,3,failure,yes
84,blue-collar,married,secondary,25265,9,aug,4372,7,29,5,unknown,yes
71,retired,married,tertiary,-1470,18,mar,2094,8,0,8,unknown,yes
27,blue-collar,married,tertiary,7551,11,jun,3842,8,10,5,success,no
59,unemployed,divorced,primary,26394,13,nov,4311,9,3,4,unknown,no
81,blue-collar,single,tertiary,40987,6,sep,229,3,25,0,unknown,no
38,unemployed,single,secondary,46984,9,aug,3492,7,20,7,success,yes
93,blue-collar,married,primary,66096,16,jul,1685,6,23,4,unknown,yes
83,technician,married,secondary,82097,4,jul,1310,2,0,4,success,yes
58,blue-collar,married,secondary,68639,2,jan,4141,5,28,2,failure,yes
41,student,married,tertiary,22090,7,may,632,3,10,9,success,no
52,blue-collar,divorced,tertiary,81457,15,jul,2422,5,7,1,success,no
73,technician,married,secondary,781,25,feb,2750,9,21,0,unknown,yes
47,technician,divorced,tertiary,15330,6,jun,332,8,7,8,unknown,yes
74,retired,married,secondary,3257,11,feb,1879,9,18,4,unknown,no
64,unemployed,single,secondary,56642,27,mar,506,9,21,9,unknown,no
52,management,single,primary,52249,30,jan,4212,8,-1,3,success,no
36,admin,married,secondary,49663,20,mar,942,8,22,6,failure,yes
25,admin,married,secondary,32956,17,jul,635,6,5,3,unknown,no
43,blue-collar,divorced,tertiary,13615,4,may,1589,6,21,1,success,yes
88,retired,married,primary,-1119,19,apr,1462,6,16,8,failure,no
47,blue-collar,married,tertiary,-153,7,dec,1991,6,8,7,failure,no
24,admin,married,primary,49127,11,aug,4964,9,13,3,failure,no
84,unemployed,single,tertiary,85646,13,aug,1734,1,7,7,success,yes
82,unemployed,divorced,secondary,35336,27,jan,2263,6,9,8,unknown,yes
53,unemployed,single,primary,79850,26,sep,112,8,22,1,success,no
42,technician,divorced,primary,93654,21,sep,2263,1,-1,3,unknown,yes
54,management,single,primary,37931,28,feb,426,6,9,5,failure,no
18,retired,married,primary,41924,3,feb,1066,9,-1,6,failure,yes
32,technician,single,tertiary,20966,14,aug,2811,6,28,4,success,no
54,management,single,tertiary,42023,2,dec,4379,2,3,9,failure,yes
30,retired,divorced,primary,9320,29,nov,833,1,16,9,success,yes
25,retired,divorced,primary,55841,18,jun,229,4,-1,6,unknown,no
22,admin,single,primary,63125,5,mar,4480,6,8,3,failure,no
77,technician,divorced,tertiary,65752,13,dec,4254,9,26,7,unknown,yes
90,retired,divorced,primary,89100,13,feb,823,5,11,2,failure,no
18,student,divorced,primary,87937,24,may,2518,7,25,2,unknown,no
53,unemployed,divorced,primary,59858,24,aug,3667,6,6,4,failure,no
52,retired,divorced,tertiary,56714,14,jun,4303,6,26,5,unknown,no
83,management,single,secondary,9780,12,dec,4269,9,11,2,failure,yes
80,admin,divorced,secondary,74230,21,mar,1823,5,18,9,success,no
40,blue-collar,married,tertiary,68345,13,dec,1104,2,0,1,unknown,yes
26,unemployed,single,secondary,80098,18,dec,1041,8,28,4,unknown,yes
51,admin,single,primary,95977,13,sep,707,3,19,9,success,yes
63,blue-collar,single,primary,-71,4,aug,1383,9,10,5,success,yes
21,technician,divorced,tertiary,93153,23,oct,1891,5,25,2,success,no
47,technician,married,tertiary,12244,30,jun,1302,1,27,6,failure,yes
92,retired,divorced,secondary,96415,22,jan,3021,4,11,2,success,no
89,student,single,secondary,9116,10,feb,676,9,26,1,failure,no
20,technician,single,primary,85954,23,apr,2564,1,20,9,failure,yes
31,retired,single,tertiary,79243,5,feb,3322,8,6,3,success,no
77,unemployed,single,secondary,81301,18,mar,4757,8,13,2,success,yes
94,admin,divorced,secondary,33895,8,aug,1563,9,29,6,failure,no
62,technician,married,primary,76636,14,sep,1260,9,5,7,unknown,no
51,admin,married,primary,21867,28,jun,3203,6,5,2,unknown,no
62,admin,single,primary,-792,2,apr,2353,5,15,5,success,yes
78,student,married,primary,42085,28,nov,357,7,17,0,unknown,yes
33,technician,single,secondary,63572,8,feb,3234,9,1,4,failure,yes
83,admin,single,tertiary,63234,16,jul,418,5,5,1,unknown,no
57,student,married,tertiary,81748,7,oct,4737,3,10,0,failure,yes
34,student,single,primary,9252,3,nov,3955,9,12,6,success,no
51,technician,married,primary,83261,29,jul,1593,1,0,9,success,no
33,student,single,secondary,5006,4,oct,4602,1,24,3,unknown,no
77,technician,married,primary,87595,29,sep,1385,4,5,4,success,no
83,technician,single,tertiary,68883,7,may,4407,2,14,1,success,yes
83,blue-collar,married,primary,30171,4,oct,2751,7,7,7,failure,yes
30,admin,single,tertiary,26517,9,apr,244,2,-1,9,failure,no
73,management,single,primary,22274,23,oct,4572,7,10,2,failure,no
48,technician,single,primary,31577,17,jun,614,8,28,6,failure,no
51,admin,married,tertiary,25648,17,dec,249,8,0,0,success,yes
56,unemployed,divorced,secondary,67654,20,feb,3093,3,25,9,failure,no
84,student,single,secondary,15910,14,feb,1595,9,20,0,failure,yes
25,retired,single,primary,76619,14,dec,1929,6,16,6,failure,yes
72,technician,married,primary,47647,29,sep,510,4,12,0,unknown,yes
44,student,single,tertiary,76723,25,jul,3967,8,10,8,failure,no
70,student,single,tertiary,-1576,13,jul,4869,4,16,8,success,yes
56,student,single,primary,49899,4,may,1365,4,3,7,success,yes
82,student,single,tertiary,24641,13,jul,923,8,5,7,failure,yes
34,student,divorced,secondary,32750,21,sep,73,4,2,3,unknown,yes
47,technician,divorced,secondary,79454,17,oct,808,1,11,3,unknown,yes
70,unemployed,single,tertiary,21154,15,may,2878,6,14,4,unknown,no
30,management,single,tertiary,46166,30,sep,2267,8,20,8,unknown,no
38,blue-collar,single,tertiary,9992,18,jan,2126,3,26,2,failure,yes
36,student,divorced,secondary,32001,11,dec,4330,2,14,3,failure,no
70,student,divorced,primary,12546,4,mar,2204,6,17,9,success,yes
36,blue-collar,married,tertiary,39524,28,jul,3679,1,2,4,success,no
74,unemployed,married,tertiary,66555,20,apr,4737,5,18,6,unknown,no
42,unemployed,single,tertiary,-696,11,feb,4716,6,29,4,unknown,yes
48,technician,single,primary,47284,10,dec,3658,8,18,8,success,yes
72,admin,divorced,tertiary,80368,22,mar,984,7,26,5,success,no
40,retired,single,tertiary,86327,13,jul,1298,6,-1,2,unknown,no
49,retired,single,secondary,8022,22,aug,3744,2,11,5,success,no
79,admin,divorced,tertiary,73886,8,nov,3280,8,18,5,unknown,yes
91,technician,divorced,secondary,75354,28,sep,3955,8,18,9,failure,yes
27,retired,divorced,primary,31617,13,jun,2653,5,20,0,unknown,no
89,unemployed,divorced,tertiary,67498,9,oct,3687,3,7,6,failure,yes
71,blue-collar,married,tertiary,56824,30,sep,2962,8,8,2,failure,no
69,admin,divorced,secondary,68390,1,apr,2946,5,4,0,failure,yes
37,unemployed,divorced,primary,32307,1,dec,3045,3,20,0,success,yes
49,management,single,primary,66480,15,may,859,9,5,4,success,yes
31,technician,single,secondary,20327,22,jan,2085,9,21,9,unknown,no
67,admin,single,primary,1244,4,sep,2727,7,14,9,failure,no
45,retired,married,primary,20720,27,sep,376,8,15,1,unknown,no
70,technician,divorced,primary,23090,20,sep,4471,5,22,1,failure,yes
41,blue-collar,divorced,primary,62277,1,mar,4690,5,-1,3,failure,yes
39,technician,married,primary,97895,25,oct,2794,5,29,9,unknown,no
47,technician,divorced,primary,46536,12,oct,1065,2,7,6,unknown,no
80,blue-collar,single,primary,5855,11,oct,3682,3,28,7,unknown,yes
21,student,married,primary,-399,19,aug,2007,8,12,9,unknown,yes
94,blue-collar,divorced,tertiary,29952,15,mar,3201,6,13,6,success,yes
76,unemployed,married,secondary,48374,21,jun,1051,9,2,8,failure,yes
25,technician,married,primary,3690,10,may,628,7,23,6,failure,yes
29,blue-collar,divorced,secondary,10521,1,aug,2373,6,6,3,success,yes
48,student,single,primary,98146,24,mar,3974,4,23,8,failure,no
51,unemployed,divorced,primary,74019,3,jan,1183,7,13,8,success,yes
92,admin,divorced,tertiary,6058,14,dec,4841,4,28,2,failure,no
93,blue-collar,single,secondary,11704,15,sep,1277,7,20,9,success,yes
66,blue-collar,divorced,secondary,56933,1,oct,1951,5,23,7,success,yes
74,technician,divorced,tertiary,69101,10,sep,3921,2,2,0,failure,no
43,unemployed,divorced,tertiary,41856,22,mar,3424,7,17,1,failure,yes
35,admin,married,secondary,35256,1,feb,1325,8,1,7,failure,no
55,management,married,primary,55352,15,apr,1171,2,6,7,unknown,no
67,management,married,primary,28615,3,aug,4316,6,0,5,failure,no
25,retired,divorced,secondary,-73,21,jun,3769,4,26,7,failure,yes
58,blue-collar,single,primary,13512,20,oct,1871,5,20,7,failure,no
23,blue-collar,married,tertiary,6301,23,jan,3631,1,23,1,unknown,no
86,admin,single,tertiary,84849,22,aug,2310,6,29,2,failure,yes
61,student,divorced,tertiary,71993,12,may,2343,8,23,6,success,no
81,management,married,secondary,69028,19,jun,3386,2,6,2,success,no
46,retired,divorced,secondary,66759,16,may,3067,1,6,1,unknown,yes
45,admin,single,secondary,86047,27,oct,2339,9,15,5,unknown,no
28,blue-collar,married,primary,84991,8,may,683,2,14,1,unknown,yes
82,management,married,secondary,61058,24,mar,875,8,14,1,unknown,no
36,unemployed,married,secondary,97258,14,apr,1054,5,14,1,unknown,yes
26,retired,married,tertiary,62926,18,may,3753,2,25,3,failure,no
44,technician,single,primary,21434,23,nov,2602,5,5,6,success,no
51,management,married,primary,28341,30,nov,4014,9,28,5,success,yes
61,retired,divorced,tertiary,13007,1,feb,348,6,13,4,failure,no
85,admin,married,primary,97878,2,jun,4314,3,15,3,unknown,no
32,technician,single,secondary,24799,24,feb,1022,8,23,1,failure,no
68,retired,married,primary,53820,12,apr,449,1,1,7,unknown,yes
30,retired,single,tertiary,13674,17,dec,503,9,-1,1,success,yes
66,blue-collar,single,primary,13426,2,jan,85,9,6,7,success,yes
87,student,divorced,tertiary,70631,28,apr,3322,4,5,9,unknown,no
73,management,married,secondary,42791,17,jul,522,8,16,3,failure,yes
93,blue-collar,married,secondary,87640,21,aug,3151,3,28,4,unknown,no
68,unemployed,married,tertiary,1255,7,feb,3692,6,21,0,unknown,yes
54,technician,divorced,secondary,31826,6,mar,2508,8,3,1,success,yes
34,student,divorced,secondary,98261,6,jan,629,9,13,7,unknown,yes
75,retired,single,primary,86568,22,jul,17,8,5,0,failure,yes
46,blue-collar,single,secondary,2944,8,apr,1268,9,8,2,unknown,no
50,student,single,tertiary,35826,5,nov,1176,4,14,1,success,yes
77,unemployed,divorced,secondary,28497,15,oct,1632,1,26,9,failure,no
72,management,divorced,primary,25723,26,aug,4595,7,21,4,failure,yes
27,unemployed,divorced,tertiary,33287,7,may,4553,4,0,3,success,no
64,technician,single,secondary,9845,3,sep,3769,1,16,3,success,no
40,admin,divorced,secondary,87833,25,jun,3613,3,13,3,unknown,yes
38,blue-collar,single,secondary,66106,10,nov,114,7,21,3,success,no
30,technician,single,tertiary,91039,3,oct,752,3,17,3,success,no
50,admin,married,primary,70986,30,feb,4864,1,18,5,success,yes
41,blue-collar,married,tertiary,83807,14,jan,2400,7,29,1,success,yes
28,technician,married,tertiary,53569,22,jan,1870,8,12,3,failure,yes
34,unemployed,single,primary,79434,3,dec,2588,5,21,6,failure,no
85,technician,married,tertiary,77925,1,dec,321,6,28,6,failure,yes
64,student,married,tertiary,23463,1,sep,4321,3,0,0,success,yes
42,unemployed,married,secondary,-1256,19,jan,3827,5,27,9,unknown,no
90,blue-collar,divorced,tertiary,86340,4,mar,4456,3,16,8,unknown,yes
38,technician,single,secondary,34282,30,dec,833,2,7,6,unknown,yes
29,retired,married,tertiary,50082,2,feb,4207,7,25,5,unknown,no
54,blue-collar,divorced,secondary,52689,25,dec,211,7,-1,1,failure,yes
59,technician,divorced,secondary,74407,11,apr,1256,8,14,5,unknown,no
34,student,divorced,secondary,77072,24,jan,158,1,10,4,failure,yes
65,admin,married,primary,86633,12,jan,2619,2,10,8,unknown,no
45,admin,divorced,tertiary,62766,13,apr,1347,2,17,0,unknown,no
58,retired,single,tertiary,63711,16,apr,3164,3,8,4,failure,yes
64,blue-collar,divorced,tertiary,1217,16,jul,3212,7,18,2,failure,yes
35,student,divorced,primary,78642,19,aug,910,7,3,8,unknown,no
88,technician,divorced,secondary,28359,23,aug,2451,7,29,0,success,no
30,technician,divorced,tertiary,51509,20,aug,3803,1,1,5,unknown,no
30,admin,single,primary,59970,21,dec,403,2,7,2,unknown,yes
48,student,married,primary,20357,20,sep,1841,8,19,0,unknown,no
19,unemployed,single,tertiary,40354,9,jan,2648,9,21,2,failure,no
33,retired,single,secondary,36570,16,sep,1690,7,13,1,unknown,yes
26,admin,married,primary,5034,27,oct,3485,1,12,9,success,yes
90,admin,divorced,tertiary,14263,7,aug,1256,4,9,7,unknown,no
55,retired,married,secondary,40180,13,jan,4288,8,11,2,success,no
92,blue-collar,married,primary,48099,4,jul,3184,5,5,6,success,no
71,technician,single,primary,72312,13,sep,1642,1,25,9,success,yes
73,blue-collar,married,tertiary,73348,8,apr,3352,7,23,5,unknown,yes
62,student,divorced,tertiary,83275,2,sep,522,6,0,6,failure,no
51,unemployed,single,secondary,24925,7,jan,4445,9,1,6,failure,yes
26,management,divorced,tertiary,17575,11,sep,1944,4,18,9,unknown,yes
25,management,single,tertiary,20231,17,jun,3571,4,6,0,unknown,yes
24,management,divorced,secondary,74935,24,apr,1560,8,-1,3,success,yes
53,retired,married,tertiary,45731,29,dec,4747,4,23,3,unknown,yes
35,admin,married,secondary,21100,14,dec,4730,3,19,4,failure,yes
20,unemployed,married,secondary,8768,28,may,3594,7,2,9,unknown,no
45,blue-collar,divorced,secondary,96835,30,jul,592,5,11,4,unknown,no
87,technician,single,tertiary,57337,13,oct,3893,9,22,7,unknown,yes
61,management,single,secondary,48697,15,apr,2668,5,12,3,success,no
38,blue-collar,single,tertiary,9357,22,aug,3902,9,7,0,unknown,no
45,management,married,secondary,64973,28,mar,755,6,1,4,unknown,no
71,unemployed,divorced,tertiary,22946,21,feb,1299,6,12,0,unknown,yes
